日期,代码,名称,年管理费率,年托管费率,最新收盘价,60日均线,价格与60日均线关系,均线穿越,周MACD_DIF,周MACD_DEA,周MACD柱,MACD柱转向
2026-02-12,517400,国泰中证沪深港黄金产业股票ETF,0.50%,0.10%,2.018,1.7597,≥ 60日均线,,0.1847,0.1486,0.0723,
2026-02-12,588400,嘉实中证科创创业50ETF,0.50%,0.10%,0.948,0.9331,≥ 60日均线,,0.0575,0.0666,-0.0182,
2026-02-12,560260,广发中证医疗ETF,0.50%,0.05%,0.901,0.8901,≥ 60日均线,,0.0019,0.003,-0.0021,
2026-02-12,589800,易方达上证科创板综合ETF,0.15%,0.05%,1.447,1.349,≥ 60日均线,,0.0806,0.0741,0.0129,
2026-02-12,516350,易方达中证芯片产业ETF,0.15%,0.05%,1.339,1.2465,≥ 60日均线,,0.0869,0.0825,0.0086,
2026-02-12,159356,万家中证A500ETF,0.15%,0.05%,1.308,1.2546,≥ 60日均线,,0.0489,0.0482,0.0015,
2026-02-12,159996,国泰中证全指家电ETF,0.50%,0.10%,1.588,1.5529,≥ 60日均线,,0.0415,0.0413,0.0003,
2026-02-12,560570,国联安中证A500红利低波ETF,0.35%,0.05%,1.021,1.0083,≥ 60日均线,,,,,
2026-02-12,159358,大成中证A500ETF,0.15%,0.05%,1.334,1.2798,≥ 60日均线,,0.0493,0.049,0.0007,
2026-02-12,159758,华夏中证红利质量ETF,0.15%,0.05%,1.123,1.0582,≥ 60日均线,,0.0246,0.0199,0.0094,
2026-02-12,159887,富国中证800银行ETF,0.50%,0.10%,1.273,1.3188,< 60日均线,,-0.0136,-0.0039,-0.0194,
2026-02-12,530000,天弘上证50ETF,0.50%,0.10%,1.432,1.4087,≥ 60日均线,,0.0321,0.0351,-0.0062,
2026-02-12,159158,景顺长城中证全指电力公用事业ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159278,鹏华国证机器人产业ETF,0.50%,0.10%,1.129,1.0835,≥ 60日均线,,,,,
2026-02-12,159647,鹏华中证中药ETF,0.50%,0.10%,0.981,0.9906,< 60日均线,,-0.006,-0.0039,-0.0043,
2026-02-12,589000,华夏上证科创板综合ETF,0.15%,0.05%,1.451,1.3516,≥ 60日均线,,0.0795,0.0732,0.0126,
2026-02-12,588180,国联安上证科创板50成份ETF,0.30%,0.05%,0.962,0.9088,≥ 60日均线,,0.048,0.0483,-0.0007,
2026-02-12,516640,富国中证芯片产业ETF,0.50%,0.10%,1.187,1.1077,≥ 60日均线,,0.0748,0.0713,0.0069,
2026-02-12,159880,鹏华国证有色金属行业ETF,0.50%,0.10%,2.313,2.016,≥ 60日均线,,0.2297,0.2002,0.059,
2026-02-12,159273,汇添富中证沪港深云计算产业ETF,0.50%,0.10%,1.414,1.3721,≥ 60日均线,,,,,
2026-02-12,515710,华宝中证细分食品饮料主题ETF,0.50%,0.10%,0.583,0.5931,< 60日均线,,-0.0093,-0.0078,-0.0029,
2026-02-12,515370,华夏中证光伏产业ETF,0.40%,0.10%,1.07,0.9632,≥ 60日均线,,,,,
2026-02-12,159209,招商中证全指红利质量ETF,0.15%,0.05%,1.283,1.2077,≥ 60日均线,,0.0499,0.042,0.0158,
2026-02-12,159583,富国中证通信设备主题ETF,0.50%,0.10%,1.358,1.2655,≥ 60日均线,,-0.0602,-0.0516,-0.0173,
2026-02-12,159387,国泰创业板新能源ETF,0.50%,0.10%,1.725,1.6509,≥ 60日均线,,0.0981,0.1128,-0.0295,
2026-02-12,589720,国泰上证科创板创新药ETF,0.50%,0.10%,0.89,0.923,< 60日均线,,,,,
2026-02-12,159671,工银瑞信中证稀有金属主题ETF,0.45%,0.07%,1.533,1.3439,≥ 60日均线,,0.1415,0.1285,0.026,
2026-02-12,516100,华夏中证金融科技主题ETF,0.15%,0.05%,1.394,1.3879,≥ 60日均线,,0.0114,0.0165,-0.0102,
2026-02-12,563530,易方达中证卫星产业ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159837,易方达中证生物科技主题ETF,0.15%,0.05%,0.508,0.5122,< 60日均线,,-0.0018,0.0015,-0.0067,
2026-02-12,510380,国寿安保沪深300ETF,0.50%,0.10%,1.395,1.3698,≥ 60日均线,,0.0374,0.0422,-0.0094,
2026-02-12,159847,易方达中证医疗ETF,0.15%,0.05%,0.423,0.4173,≥ 60日均线,,0.0015,0.0019,-0.0009,
2026-02-12,588350,鹏扬中证科创创业50ETF,0.50%,0.10%,1.455,1.432,≥ 60日均线,,0.0882,0.1023,-0.0282,
2026-02-12,159667,国泰中证机床ETF,0.50%,0.10%,1.823,1.6008,≥ 60日均线,,0.1222,0.1046,0.0353,
2026-02-12,159713,富国中证稀土产业ETF,0.50%,0.10%,1.535,1.3508,≥ 60日均线,,0.1075,0.0999,0.0152,
2026-02-12,588230,华泰柏瑞上证科创板200ETF,0.15%,0.05%,1.786,1.5924,≥ 60日均线,,0.1266,0.1067,0.0399,
2026-02-12,511060,海富通上证5年期地方政府债ETF,0.15%,0.05%,106.919,106.6231,≥ 60日均线,,0.0342,-0.0172,0.1029,
2026-02-12,516880,银华中证光伏产业ETF,0.50%,0.10%,0.949,0.8538,≥ 60日均线,,0.0601,0.0542,0.0117,
2026-02-12,510590,平安中证500ETF,0.50%,0.10%,8.944,8.144,≥ 60日均线,,0.5243,0.4439,0.1607,
2026-02-12,159997,天弘中证电子ETF,0.50%,0.10%,1.714,1.6538,≥ 60日均线,,0.0904,0.0976,-0.0143,
2026-02-12,516670,招商中证畜牧养殖ETF,0.20%,0.10%,0.695,0.7055,< 60日均线,,0.003,0.0066,-0.0072,
2026-02-12,159222,易方达国证自由现金流ETF,0.15%,0.05%,1.413,1.3105,≥ 60日均线,,0.0646,0.0563,0.0166,
2026-02-12,512580,广发中证环保ETF,0.50%,0.10%,1.36,1.2985,≥ 60日均线,,0.0617,0.0673,-0.0112,
2026-02-12,589190,华宝上证科创板芯片ETF,0.30%,0.08%,,,N/A,,,,,
2026-02-12,159751,鹏华中证港股通科技ETF,0.45%,0.10%,1.02,1.0599,< 60日均线,,-0.0144,-0.0022,-0.0244,
2026-02-12,159908,博时创业板ETF,0.15%,0.05%,3.087,2.987,≥ 60日均线,,0.1673,0.1849,-0.0352,
2026-02-12,159592,银华中证A50ETF,0.15%,0.05%,1.332,1.3175,≥ 60日均线,,0.027,0.0322,-0.0104,
2026-02-12,562930,易方达中证软件服务ETF,0.50%,0.10%,0.964,0.9263,≥ 60日均线,,0.0224,0.0191,0.0066,
2026-02-12,159599,西藏东财中证芯片产业ETF,0.50%,0.05%,2.3,2.1437,≥ 60日均线,,0.1459,0.1388,0.0142,
2026-02-12,159310,天弘中证芯片产业ETF,0.50%,0.05%,2.313,2.1552,≥ 60日均线,,0.1478,0.1409,0.0139,
2026-02-12,159526,嘉实中证机器人ETF,0.50%,0.10%,1.579,1.4834,≥ 60日均线,,0.0513,0.0443,0.0139,
2026-02-12,159259,易方达国证成长100ETF,0.50%,0.10%,1.101,1.0496,≥ 60日均线,,,,,
2026-02-12,560710,富国中证智选船舶产业ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,516080,易方达中证创新药产业ETF,0.15%,0.05%,0.667,0.6786,< 60日均线,,-0.0029,0.004,-0.0137,
2026-02-12,589680,鹏华科创板综合ETF,0.15%,0.05%,1.426,1.3338,≥ 60日均线,,0.075,0.0696,0.011,
2026-02-12,561580,华泰柏瑞中证中央企业红利ETF,0.50%,0.10%,1.26,1.25,≥ 60日均线,,0.0028,0.0048,-0.004,
2026-02-12,560170,南方中证国新央企科技引领ETF,0.50%,0.10%,1.14,1.0541,≥ 60日均线,,0.0511,0.0416,0.019,
2026-02-12,516520,华泰柏瑞中证智能汽车主题ETF,0.50%,0.10%,1.337,1.2879,≥ 60日均线,,0.042,0.0422,-0.0004,红转绿
2026-02-12,159939,广发中证全指信息技术ETF,0.50%,0.10%,0.946,0.9047,≥ 60日均线,,0.0486,0.0499,-0.0026,
2026-02-12,512510,华泰柏瑞中证500ETF,0.15%,0.05%,2.464,2.2342,≥ 60日均线,,0.1457,0.1236,0.0443,
2026-02-12,159141,永赢中证科创创业人工智能ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,512700,南方中证银行ETF,0.50%,0.10%,1.534,1.5957,< 60日均线,,-0.0308,-0.0167,-0.0282,
2026-02-12,159805,鹏华中证传媒ETF,0.50%,0.10%,1.721,1.5077,≥ 60日均线,,0.1013,0.0753,0.0519,
2026-02-12,511020,平安中证5-10年国债活跃券ETF,0.15%,0.05%,116.279,115.638,≥ 60日均线,,-0.2754,-0.309,0.0672,绿转红
2026-02-12,588460,鹏华上证科创板50成份增强策略ETF,1.00%,0.10%,1.769,1.6619,≥ 60日均线,,0.0933,0.0944,-0.0024,
2026-02-12,563790,鹏华中证卫星产业ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159327,万家中证半导体材料设备主题ETF,0.50%,0.10%,2.161,1.9622,≥ 60日均线,,0.1941,0.1705,0.0472,
2026-02-12,516090,易方达中证新能源ETF,0.15%,0.05%,0.606,0.5702,≥ 60日均线,,0.0374,0.0394,-0.0041,
2026-02-12,588120,国泰上证科创板100ETF,0.15%,0.05%,1.572,1.4326,≥ 60日均线,,0.1029,0.0917,0.0222,
2026-02-12,510410,博时上证自然资源ETF,0.50%,0.10%,2.164,1.8769,≥ 60日均线,,0.1659,0.139,0.0539,
2026-02-12,159221,嘉实国证自由现金流ETF,0.15%,0.05%,1.324,1.2403,≥ 60日均线,,0.0521,0.0451,0.014,
2026-02-12,159680,招商中证1000增强策略ETF,0.50%,0.10%,1.736,1.5725,≥ 60日均线,,0.0861,0.0718,0.0284,
2026-02-12,159692,证券ETF东财,0.50%,0.05%,1.305,1.3277,< 60日均线,,0.0031,0.0116,-0.017,
2026-02-12,562880,嘉实中证电池主题ETF,0.50%,0.10%,0.863,0.8461,≥ 60日均线,,0.0508,0.0631,-0.0247,
2026-02-12,588020,易方达上证科创板成长ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,512600,嘉实中证主要消费ETF,0.50%,0.10%,0.664,0.681,< 60日均线,,-0.0102,-0.007,-0.0064,
2026-02-12,588330,华宝双创龙头ETF,0.50%,0.10%,0.953,0.9364,≥ 60日均线,,0.0574,0.0664,-0.0182,
2026-02-12,563760,中银中证全指自由现金流ETF,0.15%,0.05%,1.307,1.2336,≥ 60日均线,,0.0544,0.0481,0.0127,
2026-02-12,517900,招商中证银行AH价格优选ETF,0.50%,0.10%,1.468,1.4859,< 60日均线,,-0.0111,-0.0043,-0.0136,
2026-02-12,159300,富国沪深300ETF,0.15%,0.05%,4.997,4.8998,≥ 60日均线,,0.1435,0.1603,-0.0337,
2026-02-12,159241,天弘国证航天航空行业ETF,0.50%,0.10%,1.48,1.3592,≥ 60日均线,,0.0999,0.0789,0.042,
2026-02-12,159871,银华中证有色金属ETF,0.15%,0.05%,1.14,1.931,< 60日均线,,0.1328,0.1778,-0.09,红转绿
2026-02-12,512080,中金中证A500ETF,0.15%,0.05%,1.339,1.2858,≥ 60日均线,,0.0486,0.0483,0.0006,
2026-02-12,159260,博时证券公司ETF,0.50%,0.10%,0.932,0.9487,< 60日均线,,,,,
2026-02-12,515630,鹏华中证800证保ETF,0.50%,0.10%,1.426,1.4338,< 60日均线,下穿60日均线,0.0188,0.0241,-0.0106,
2026-02-12,159531,南方中证2000ETF,0.15%,0.05%,1.533,1.4238,≥ 60日均线,,0.074,0.0645,0.019,
2026-02-12,588900,南方上证科创板100ETF,0.15%,0.05%,1.578,1.4375,≥ 60日均线,,0.1035,0.0925,0.022,
2026-02-12,512720,国泰中证计算机ETF,0.50%,0.10%,1.338,1.2493,≥ 60日均线,,0.0397,0.0331,0.0131,
2026-02-12,159581,万家中证红利ETF,0.50%,0.10%,1.09,1.06,≥ 60日均线,,0.0067,0.005,0.0034,
2026-02-12,159735,银华中证港股通消费主题ETF,0.50%,0.10%,0.854,0.8194,≥ 60日均线,,0.0011,0.0,0.0022,绿转红
2026-02-12,159806,国泰中证新能源汽车ETF,0.50%,0.10%,0.827,0.8048,≥ 60日均线,,0.043,0.0501,-0.0142,
2026-02-12,515150,富国中证国企一带一路ETF,0.15%,0.05%,1.672,1.5317,≥ 60日均线,,0.0738,0.0593,0.029,
2026-02-12,159359,华安中证A500ETF,0.15%,0.05%,1.315,1.261,≥ 60日均线,,0.0482,0.0476,0.0012,
2026-02-12,516620,国泰中证影视主题ETF,0.50%,0.10%,1.267,1.1207,≥ 60日均线,,0.0402,0.0258,0.0288,
2026-02-12,561560,华泰柏瑞中证全指电力公用事业ETF,0.50%,0.10%,1.258,1.247,≥ 60日均线,,0.0089,0.0119,-0.0061,
2026-02-12,588780,国联安科创芯片设计ETF,0.50%,0.10%,0.92,1.4887,< 60日均线,,-0.0001,0.0717,-0.1436,
2026-02-12,159637,新能源车龙头ETF,0.50%,0.05%,0.94,0.9146,≥ 60日均线,,0.0484,0.0565,-0.0162,
2026-02-12,563380,华泰柏瑞航空航天ETF,0.50%,0.10%,1.26,1.1481,≥ 60日均线,,,,,
2026-02-12,562950,易方达中证消费电子主题ETF,0.15%,0.05%,1.281,1.2495,≥ 60日均线,,0.0649,0.0743,-0.0189,
2026-02-12,159140,易方达中证科创创业人工智能ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159855,银华中证影视主题ETF,0.50%,0.10%,1.13,1.0006,≥ 60日均线,,0.0349,0.0223,0.0252,
2026-02-12,159930,汇添富中证能源ETF,0.50%,0.10%,1.66,1.4939,≥ 60日均线,,0.0628,0.0465,0.0326,
2026-02-12,588770,摩根上证科创板新一代信息技术ETF,0.15%,0.05%,1.562,1.4468,≥ 60日均线,,0.1003,0.0947,0.0112,
2026-02-12,159547,华夏中证红利低波动ETF,0.15%,0.05%,1.215,1.2098,≥ 60日均线,,-0.001,0.0013,-0.0045,
2026-02-12,159622,创新药ETF沪港深,0.50%,0.05%,1.125,1.1152,≥ 60日均线,,0.0046,0.0148,-0.0204,
2026-02-12,561230,工银瑞信中证A50ETF,0.15%,0.05%,1.32,1.3048,≥ 60日均线,,0.0267,0.0316,-0.0097,
2026-02-12,515020,华夏中证银行ETF,0.15%,0.05%,1.666,1.719,< 60日均线,,-0.0162,-0.004,-0.0244,
2026-02-12,512820,汇添富中证银行ETF,0.50%,0.10%,1.374,1.4201,< 60日均线,,-0.0164,-0.0066,-0.0195,
2026-02-12,560150,泰康中证红利低波动ETF,0.40%,0.10%,1.142,1.1453,< 60日均线,下穿60日均线,-0.0082,-0.0049,-0.0065,
2026-02-12,513700,鹏华中证港股通医药卫生综合交易ETF,0.50%,0.10%,0.671,0.6698,≥ 60日均线,,0.0021,0.0092,-0.0142,
2026-02-12,159107,富国创业板软件ETF,0.50%,0.10%,1.025,0.9344,≥ 60日均线,,,,,
2026-02-12,159839,汇添富国证生物医药ETF,0.50%,0.10%,0.369,0.3702,< 60日均线,下穿60日均线,-0.0025,-0.0004,-0.0042,
2026-02-12,159628,万家国证2000ETF,0.50%,0.10%,1.483,1.3773,≥ 60日均线,,0.0726,0.0637,0.0178,
2026-02-12,159807,易方达中证科技50ETF,0.15%,0.05%,0.749,0.728,≥ 60日均线,,0.0369,0.0402,-0.0066,
2026-02-12,159552,招商中证2000增强策略ETF,0.50%,0.10%,2.243,2.0793,≥ 60日均线,,0.1069,0.0984,0.017,
2026-02-12,159898,招商中证全指医疗器械ETF,0.50%,0.10%,0.56,0.5597,≥ 60日均线,,0.0009,0.0019,-0.0022,
2026-02-12,588270,易方达上证科创板200ETF,0.15%,0.05%,1.655,1.4755,≥ 60日均线,,0.1151,0.0959,0.0383,
2026-02-12,159867,鹏华中证畜牧养殖ETF,0.50%,0.10%,0.632,0.6439,< 60日均线,,0.0,0.0037,-0.0073,
2026-02-12,562080,华宝沪深300自由现金流ETF,0.50%,0.10%,0.649,0.6159,≥ 60日均线,,-0.1133,-0.1128,-0.0008,
2026-02-12,562510,华夏中证旅游主题ETF,0.50%,0.10%,0.814,0.7989,≥ 60日均线,,0.0282,0.0261,0.0041,
2026-02-12,159369,易方达创业板50ETF,0.15%,0.05%,1.324,1.2894,≥ 60日均线,,,,,
2026-02-12,159368,华夏创业板新能源ETF,0.15%,0.05%,1.557,1.4926,≥ 60日均线,,0.0877,0.1003,-0.0253,
2026-02-12,562310,银华沪深300成长ETF,0.50%,0.10%,1.042,1.0168,≥ 60日均线,,0.0395,0.0436,-0.0083,
2026-02-12,159388,国泰创业板人工智能ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159213,汇添富中证机器人ETF,0.50%,0.10%,1.3,1.2217,≥ 60日均线,,0.0407,0.0346,0.0121,
2026-02-12,159590,汇添富中证全指软件ETF,0.50%,0.10%,1.222,1.1783,≥ 60日均线,,0.0217,0.0171,0.0091,
2026-02-12,159899,招商中证全指软件ETF,0.50%,0.10%,0.966,0.9298,≥ 60日均线,,0.0221,0.0189,0.0065,
2026-02-12,561100,富国中证消费电子主题ETF,0.50%,0.10%,1.336,1.306,≥ 60日均线,,0.0658,0.076,-0.0204,
2026-02-12,512810,华宝中证军工ETF,0.50%,0.10%,0.856,0.7851,≥ 60日均线,,0.0107,-0.0151,0.0515,
2026-02-12,516920,汇添富中证芯片产业ETF,0.15%,0.05%,1.154,1.0788,≥ 60日均线,,0.0727,0.0695,0.0064,
2026-02-12,159378,永赢国证通用航空产业ETF,0.50%,0.10%,1.443,1.3551,≥ 60日均线,,0.0795,0.0646,0.0298,
2026-02-12,159588,景顺长城国证石油天然气ETF,0.50%,0.10%,1.305,1.1444,≥ 60日均线,,0.071,0.0515,0.0389,
2026-02-12,562070,华宝沪深300增强策略ETF,0.80%,0.10%,,,N/A,,,,,
2026-02-12,159155,大成中证电池主题ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159782,银华中证科创创业50ETF,0.50%,0.10%,0.939,0.9222,≥ 60日均线,,0.0568,0.0655,-0.0175,
2026-02-12,512560,易方达中证军工ETF,0.50%,0.10%,0.914,0.8363,≥ 60日均线,,0.0569,0.0458,0.0223,
2026-02-12,562970,易方达中证光伏产业ETF,0.50%,0.10%,1.288,1.1543,≥ 60日均线,,0.0839,0.0749,0.018,
2026-02-12,159321,华安中证沪深港黄金产业股票ETF,0.50%,0.10%,1.961,1.7085,≥ 60日均线,,0.1849,0.1487,0.0723,
2026-02-12,560810,融通中证诚通央企ESGETF,0.30%,0.05%,1.181,1.117,≥ 60日均线,,0.0334,0.03,0.0069,
2026-02-12,515750,富国中证科技50策略ETF,0.50%,0.10%,1.882,1.843,≥ 60日均线,,0.0743,0.0832,-0.0178,
2026-02-12,159230,华夏国证通用航空产业ETF,0.50%,0.10%,1.333,1.2551,≥ 60日均线,,0.0709,0.0563,0.0292,
2026-02-12,516290,汇添富中证光伏产业ETF,0.15%,0.05%,0.7,0.6295,≥ 60日均线,,0.0445,0.0401,0.0088,
2026-02-12,515250,富国中证智能汽车主题ETF,0.50%,0.10%,1.202,1.1588,≥ 60日均线,,0.0359,0.0363,-0.0006,红转绿
2026-02-12,159309,汇添富中证油气资源ETF,0.50%,0.10%,1.426,1.2023,≥ 60日均线,,0.0906,0.0621,0.0569,
2026-02-12,589520,华宝上证科创板人工智能ETF,0.50%,0.10%,0.699,0.6207,≥ 60日均线,,-0.034,-0.0563,0.0446,
2026-02-12,159337,中证500ETF基金,0.50%,0.05%,1.89,1.7173,≥ 60日均线,,0.1083,0.0917,0.0332,
2026-02-12,159864,国泰中证光伏产业ETF,0.50%,0.10%,0.734,0.6596,≥ 60日均线,,0.0479,0.0432,0.0095,
2026-02-12,159715,易方达中证稀土产业ETF,0.15%,0.05%,1.407,1.2379,≥ 60日均线,,0.0994,0.0925,0.0138,
2026-02-12,159707,华宝中证800地产ETF,0.50%,0.10%,0.649,0.6363,≥ 60日均线,,-0.001,-0.0004,-0.001,
2026-02-12,159968,博时中证500ETF,0.15%,0.05%,10.751,9.7307,≥ 60日均线,,0.6342,0.5359,0.1966,
2026-02-12,515190,中银证券中证500ETF,0.15%,0.05%,1.751,1.5963,≥ 60日均线,,0.0992,0.0842,0.03,
2026-02-12,512330,南方中证500信息技术ETF,0.50%,0.10%,1.64,1.4986,≥ 60日均线,,0.1134,0.1016,0.0235,
2026-02-12,515060,华夏中证全指房地产ETF,0.50%,0.10%,0.737,0.7292,≥ 60日均线,,0.0063,0.0083,-0.0039,
2026-02-12,589070,天弘上证科创板芯片设计主题ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,589880,建信上证科创板综合ETF,0.15%,0.05%,1.444,1.3493,≥ 60日均线,,0.0784,0.0727,0.0115,
2026-02-12,560880,广发中证全指家用电器ETF,0.50%,0.10%,1.667,1.6246,≥ 60日均线,,0.0445,0.0439,0.001,
2026-02-12,159123,嘉实中证光伏产业ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,512090,易方达MSCI中国A股ETF,0.15%,0.05%,1.992,1.9364,≥ 60日均线,,0.0601,0.0639,-0.0076,
2026-02-12,159336,融通中证诚通央企红利ETF,0.30%,0.05%,1.21,1.1408,≥ 60日均线,,0.0286,0.023,0.0113,
2026-02-12,515810,易方达中证800ETF,0.15%,0.05%,1.717,1.6442,≥ 60日均线,,0.0646,0.0641,0.0009,
2026-02-12,159142,景顺长城中证科创创业人工智能ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159233,平安中证全指自由现金流ETF,0.50%,0.10%,1.318,1.2402,≥ 60日均线,,0.0571,0.05,0.0142,
2026-02-12,589100,国泰上证科创板芯片ETF,0.50%,0.10%,1.719,1.5737,≥ 60日均线,,0.1207,0.1138,0.0138,
2026-02-12,563500,华宝中证A500ETF,0.15%,0.05%,0.654,0.6255,≥ 60日均线,,-0.0934,-0.1032,0.0196,
2026-02-12,159690,招商中证有色金属矿业主题ETF,0.50%,0.10%,2.336,2.0327,≥ 60日均线,,0.2416,0.2101,0.0629,
2026-02-12,589220,国泰上证科创板200ETF,0.15%,0.05%,,,N/A,,,,,
2026-02-12,159748,富国沪港深创新药产业ETF,0.50%,0.10%,0.794,0.7866,≥ 60日均线,,0.0045,0.0116,-0.0144,
2026-02-12,159591,富国中证A50ETF,0.15%,0.05%,1.35,1.3357,≥ 60日均线,,0.0288,0.0339,-0.0103,
2026-02-12,512620,天弘中证农业主题ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159940,广发中证全指金融地产ETF,0.50%,0.10%,1.262,1.2792,< 60日均线,,0.0054,0.0117,-0.0125,
2026-02-12,589020,鹏华科创板半导体材料设备主题ETF,0.50%,0.10%,1.424,1.2952,≥ 60日均线,,,,,
2026-02-12,159256,华夏创业板软件ETF,0.50%,0.10%,1.142,1.0388,≥ 60日均线,,,,,
2026-02-12,159958,工银瑞信创业板ETF,0.50%,0.10%,2.006,1.9421,≥ 60日均线,,0.1094,0.1211,-0.0233,
2026-02-12,588210,易方达上证科创板100ETF,0.15%,0.05%,1.546,1.407,≥ 60日均线,,0.1027,0.0913,0.0228,
2026-02-12,510170,国联安上证商品ETF,0.60%,0.10%,,,N/A,,,,,
2026-02-12,516630,华夏中证云计算与大数据主题ETF,0.15%,0.05%,1.84,1.695,≥ 60日均线,,0.1184,0.1099,0.0169,
2026-02-12,563990,富国中证800自由现金流ETF,0.50%,0.10%,1.356,1.2785,≥ 60日均线,,0.0593,0.0529,0.0127,
2026-02-12,589110,国泰上证科创板人工智能ETF,0.50%,0.10%,1.074,0.9538,≥ 60日均线,,,,,
2026-02-12,516110,国泰中证800汽车与零部件ETF,0.50%,0.10%,1.382,1.3969,< 60日均线,,0.0055,0.015,-0.0189,
2026-02-12,159207,广发中证智选高股息策略ETF,0.50%,0.10%,1.174,1.1228,≥ 60日均线,,0.0178,0.0151,0.0055,
2026-02-12,159205,西藏东财创业板ETF,0.15%,0.05%,1.62,1.5658,≥ 60日均线,,0.0883,0.0975,-0.0185,
2026-02-12,562600,华夏中证全指医疗器械ETF,0.50%,0.10%,0.885,0.8886,< 60日均线,下穿60日均线,-0.0009,0.0009,-0.0036,
2026-02-12,512220,景顺中证科技传媒通信150ETF,0.50%,0.10%,3.02,2.8436,≥ 60日均线,,0.2033,0.2075,-0.0085,
2026-02-12,159909,招商深证TMT50ETF,0.50%,0.10%,1.096,1.0718,≥ 60日均线,,0.0652,0.0719,-0.0134,
2026-02-12,515260,华宝中证电子50ETF,0.50%,0.10%,0.683,0.6674,≥ 60日均线,,-0.0419,-0.0527,0.0217,
2026-02-12,159162,鹏华中证工业有色金属主题ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159146,华宝中证全指电力公用事业ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,159890,招商中证云计算ETF,0.15%,0.10%,1.921,1.7704,≥ 60日均线,,0.1227,0.1139,0.0176,
2026-02-12,561300,国泰沪深300增强策略ETF,0.50%,0.10%,1.029,0.9989,≥ 60日均线,,0.0298,0.0311,-0.0026,
2026-02-12,588870,汇添富上证科创板50成份ETF,0.15%,0.05%,1.508,1.4313,≥ 60日均线,,0.0719,0.0727,-0.0016,红转绿
2026-02-12,159651,平安中债-0-3年国开行债券ETF,0.15%,0.05%,107.065,106.8248,≥ 60日均线,,0.205,0.1942,0.0216,
2026-02-12,159596,华宝中证A50ETF,0.15%,0.05%,0.646,0.6359,≥ 60日均线,,-0.114,-0.1224,0.0166,
2026-02-12,588150,南方上证科创板50ETF,0.15%,0.05%,1.046,0.989,≥ 60日均线,,0.0526,0.0531,-0.001,红转绿
2026-02-12,515580,华泰柏瑞中证科技100ETF,0.50%,0.10%,1.344,1.2782,≥ 60日均线,,0.0802,0.0825,-0.0045,
2026-02-12,516220,国泰中证细分化工产业主题ETF,0.50%,0.10%,1.021,0.9087,≥ 60日均线,,0.075,0.0628,0.0244,
2026-02-12,588990,博时上证科创板芯片ETF,0.50%,0.10%,2.781,2.5479,≥ 60日均线,,0.1979,0.1887,0.0185,
2026-02-12,562570,华夏中证信息技术应用创新产业ETF,0.50%,0.10%,1.555,1.4553,≥ 60日均线,,0.0466,0.0367,0.0199,
2026-02-12,588810,富国上证科创板芯片ETF,0.50%,0.10%,1.894,1.729,≥ 60日均线,,0.1354,0.1283,0.0141,
2026-02-12,515950,富国中证医药50ETF,0.50%,0.10%,0.944,0.9481,< 60日均线,,-0.0055,-0.0,-0.011,
2026-02-12,515390,华安沪深300ETF,0.15%,0.05%,1.37,1.3466,≥ 60日均线,,0.0358,0.0405,-0.0094,
2026-02-12,589170,鹏华上证科创板芯片设计主题ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-12,589850,科创50ETF东财,0.15%,0.05%,1.414,1.3374,≥ 60日均线,,,,,
2026-02-12,563700,易方达中证红利价值ETF,0.15%,0.05%,1.068,1.0583,≥ 60日均线,,0.0014,0.0035,-0.0041,
2026-02-12,159602,南方MSCI中国A50互联互通ETF,0.15%,0.07%,1.02,1.0185,≥ 60日均线,,0.0279,0.0345,-0.0133,
2026-02-12,562990,易方达中证上海环交所碳中和ETF,0.50%,0.10%,1.11,1.0503,≥ 60日均线,,0.0585,0.0591,-0.0012,
2026-02-12,560800,鹏扬中证数字经济主题ETF,0.50%,0.10%,1.065,1.0162,≥ 60日均线,,0.0449,0.0452,-0.0006,红转绿
2026-02-12,510320,中金沪深300ETF,0.15%,0.05%,1.27,1.2486,≥ 60日均线,,0.0331,0.0376,-0.009,
2026-02-12,588820,华夏上证科创板200ETF,0.15%,0.05%,1.897,1.6916,≥ 60日均线,,0.1338,0.113,0.0417,
2026-02-12,510710,博时上证50ETF,0.15%,0.05%,4.413,4.3287,≥ 60日均线,,0.1031,0.1112,-0.0161,
2026-02-12,563520,沪深300ETF永赢,0.15%,0.05%,1.209,1.188,≥ 60日均线,,0.0319,0.0359,-0.008,
